sensor_id,site,start_timestamp,end_timestamp,event_type,channel,severity,duration_minutes,evidence,message,alert_recommended
4,ANNU Old Campus,2026-08-21T02:15:00+00:00,2026-08-21T02:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.920000000000002,""threshold"":4.38406399999998,""reference_differences"":135,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.920000000000002,""threshold"":4.38406399999998,""reference_differences"":135,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.92, above its causal robust threshold 4.38.",True
1,Tulkarem Municipality,2026-08-21T03:15:00+00:00,2026-08-21T03:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.010000000000002,""threshold"":4.50267200000002,""reference_differences"":139,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.010000000000002,""threshold"":4.50267200000002,""reference_differences"":139,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.01, above its causal robust threshold 4.50.",True
2,ANNU New Campus,2026-08-21T04:15:00+00:00,2026-08-21T05:00:00+00:00,cross_sensor_inconsistency,pm25,warning,45.0,"{""first"":{""recent_samples"":4,""median_residual"":-10.6725,""reference_center"":1.4499999999999993,""robust_scale"":1.6938705000000027,""peer_sensor_ids"":[4,5]},""last"":{""recent_samples"":4,""median_residual"":-11.4925,""reference_center"":1.4499999999999957,""robust_scale"":1.7049899999999925,""peer_sensor_ids"":[4,5]},""evaluations"":4}",PM2.5 differs persistently from both other Nablus sensors; this is supporting review evidence only.,True
5,Hisham Hijjawi College of Technology,2026-08-21T04:15:00+00:00,2026-08-21T05:00:00+00:00,cross_sensor_inconsistency,pm25,warning,45.0,"{""first"":{""recent_samples"":4,""median_residual"":20.052499999999995,""reference_center"":0.4049999999999976,""robust_scale"":2.031162000000007,""peer_sensor_ids"":[2,4]},""last"":{""recent_samples"":4,""median_residual"":20.380000000000003,""reference_center"":0.41749999999999954,""robust_scale"":2.034868500000003,""peer_sensor_ids"":[2,4]},""evaluations"":4}",PM2.5 differs persistently from both other Nablus sensors; this is supporting review evidence only.,True
4,ANNU Old Campus,2026-08-21T04:30:00+00:00,2026-08-21T05:00:00+00:00,cross_sensor_inconsistency,pm25,warning,30.0,"{""first"":{""recent_samples"":4,""median_residual"":-8.732500000000002,""reference_center"":-1.7200000000000006,""robust_scale"":1.504838999999998,""peer_sensor_ids"":[2,5]},""last"":{""recent_samples"":4,""median_residual"":-8.772500000000003,""reference_center"":-1.7200000000000006,""robust_scale"":1.504838999999998,""peer_sensor_ids"":[2,5]},""evaluations"":3}",PM2.5 differs persistently from both other Nablus sensors; this is supporting review evidence only.,True
1,Tulkarem Municipality,2026-08-21T08:30:00+00:00,2026-08-21T08:30:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":1.2300000000000004,""threshold"":1.1974719999999972,""reference_differences"":160,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.2300000000000004,""threshold"":1.1974719999999972,""reference_differences"":160,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 1.23, above its causal robust threshold 1.20.",True
1,Tulkarem Municipality,2026-08-21T09:30:00+00:00,2026-08-21T09:30:00+00:00,jump,o3,warning,0.0,"{""first"":{""absolute_change"":15.909999999999997,""threshold"":15.609224000000054,""reference_differences"":164,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":15.909999999999997,""threshold"":15.609224000000054,""reference_differences"":164,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","o3 changed by 15.91, above its causal robust threshold 15.61.",True
1,Tulkarem Municipality,2026-08-21T15:30:00+00:00,2026-08-21T15:30:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":1},""last"":{""gap_minutes"":30.0,""missed_intervals"":1},""evaluations"":1}",Sensor missed 1 expected reporting interval(s).,True
2,ANNU New Campus,2026-08-21T15:30:00+00:00,2026-08-21T15:30:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":1},""last"":{""gap_minutes"":30.0,""missed_intervals"":1},""evaluations"":1}",Sensor missed 1 expected reporting interval(s).,True
4,ANNU Old Campus,2026-08-21T15:30:00+00:00,2026-08-21T15:30:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":1},""last"":{""gap_minutes"":30.0,""missed_intervals"":1},""evaluations"":1}",Sensor missed 1 expected reporting interval(s).,True
5,Hisham Hijjawi College of Technology,2026-08-21T15:30:00+00:00,2026-08-21T15:30:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":1},""last"":{""gap_minutes"":30.0,""missed_intervals"":1},""evaluations"":1}",Sensor missed 1 expected reporting interval(s).,True
1,Tulkarem Municipality,2026-08-22T05:00:00+00:00,2026-08-22T05:00:00+00:00,jump,o3,warning,0.0,"{""first"":{""absolute_change"":15.160000000000004,""threshold"":8.88091199999992,""reference_differences"":53,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":15.160000000000004,""threshold"":8.88091199999992,""reference_differences"":53,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","o3 changed by 15.16, above its causal robust threshold 8.88.",True
1,Tulkarem Municipality,2026-08-22T05:45:00+00:00,2026-08-22T05:45:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":6.199999999999999,""threshold"":4.61267200000001,""reference_differences"":56,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":6.199999999999999,""threshold"":4.61267200000001,""reference_differences"":56,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 6.2, above its causal robust threshold 4.61.",True
1,Tulkarem Municipality,2026-08-22T16:00:00+00:00,2026-08-22T16:00:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":1.8300000000000018,""threshold"":1.3160799999999737,""reference_differences"":97,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.8300000000000018,""threshold"":1.3160799999999737,""reference_differences"":97,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 1.83, above its causal robust threshold 1.32.",True
4,ANNU Old Campus,2026-08-22T16:00:00+00:00,2026-08-22T16:15:00+00:00,jump,temperature,warning,15.0,"{""first"":{""absolute_change"":2.25,""threshold"":1.860512000000006,""reference_differences"":97,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":2.3699999999999974,""threshold"":1.924815999999972,""reference_differences"":98,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","temperature changed by 2.37, above its causal robust threshold 1.92.",True
